"site_code","plot_code","year","month","day"
"Russia.Tiksi.DryFen","Russia.Tiksi.DryFen.E75",2014,7,24
"Russia.Tiksi.DryFen","Russia.Tiksi.DryFen.SEE250",2014,7,24
"Russia.Tiksi.DryFen","Russia.Tiksi.DryFen.SEE75",2014,7,24
"Russia.Tiksi.DryFen","Russia.Tiksi.DryFen.SSE350",2014,7,25
"Russia.Tiksi.DryFen","Russia.Tiksi.DryFen.SSE400",2014,7,25
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.NW250",2014,7,27
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.S150",2014,7,25
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.S200",2014,7,25
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SSE300",2014,7,25
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SSW100",2014,7,26
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SSW75",2014,7,26
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SW50",2014,7,26
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SW75",2014,7,26
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.SWW75",2014,7,26
"Russia.Tiksi.FloodMeadow","Russia.Tiksi.FloodMeadow.W50",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.NWW100",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.NWW150",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.S100",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.S300",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SSE200",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SSE250",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SSW150",2014,7,26
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SSW300",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SW150",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SW250",2014,7,25
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SWW100",2014,7,26
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SWW250",2014,7,26
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.W100",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.W150",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.W250",2014,7,27
"Russia.Tiksi.GraminoidTundra","Russia.Tiksi.GraminoidTundra.SWW150",2014,7,26
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.NNW150",2014,7,23
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.NNW250",2014,7,23
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.NW100",2014,7,27
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.NW25",2014,7,27
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.NW75",2014,7,27
"Russia.Tiksi.LichenTundra","Russia.Tiksi.LichenTundra.W25",2014,7,27
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NEE250",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NWW75",2014,7,27
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.E250",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.N100",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.N150",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.N25",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.N250",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.N50",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NE50",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NNE100",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NNE250",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NNE75",2014,7,23
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.NW150",2014,7,27
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SE100",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SE150",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SEE100",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SEE150",2014,7,24
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SSE150",2014,7,25
"Russia.Tiksi.ShrubTundra","Russia.Tiksi.ShrubTundra.SW25",2014,7,26
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.S25",2014,7,25
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.S400",2014,7,25
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.SSW350",2014,7,25
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.SSW400",2014,7,25
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.SW100",2014,7,26
"Russia.Tiksi.WetFen","Russia.Tiksi.WetFen.WF2",2014,7,25
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0601N",2017,7,23
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0602N",2017,7,25
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0604N",2017,7,25
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0606N",2017,7,23
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0607N",2017,7,22
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0611N",2017,7,27
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0603N",2017,7,25
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0608N",2017,7,26
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0609N",2017,7,26
"Russia.Tazovsky.Burned12","Russia.Tazovsky.Burned12.BT0610N",2017,7,27
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P10BT",2018,7,13
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P4BTN",2018,7,20
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P5BTN",2018,7,20
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P11BT",2018,7,16
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P12BT",2018,7,18
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P13BT",2018,7,18
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P8BT",2018,7,12
"Russia.Tazovsky.Burned28","Russia.Tazovsky.Burned28.P9BT",2018,7,13
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9001",2017,7,29
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9003",2017,7,30
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9010N",2017,7,31
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9002",2017,7,29
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9004N",2017,7,30
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9006N",2017,8,2
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9008N",2017,8,3
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9009N",2017,8,3
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9011N",2017,7,31
"Russia.Tazovsky.Burned44","Russia.Tazovsky.Burned44.BT9012N",2017,8,4
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0606",2017,7,23
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0611N",2017,7,27
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0601N",2017,7,23
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0602N",2017,7,24
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0603N",2017,7,24
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0604N",2017,7,24
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0607N",2017,7,22
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0608N",2017,7,26
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0609N",2017,7,26
"Russia.Tazovsky.Unburned12","Russia.Tazovsky.Unburned12.NB0610N",2017,7,27
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P10NB",2018,7,16
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P13NB",2018,7,18
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P4NBN",2018,7,20
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P6NBN",2018,7,14
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P8NBN",2018,7,12
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P9NB",2018,7,13
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P11NB",2018,7,16
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P12NB",2018,7,18
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P5NBN",2018,7,20
"Russia.Tazovsky.Unburned28","Russia.Tazovsky.Unburned28.P7NBN",2018,7,14
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9003",2017,7,30
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9004N",2017,7,30
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9001",2017,7,29
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9002",2017,7,29
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9006N",2017,8,2
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9008N",2017,8,3
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9009N",2017,8,3
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9010N",2017,7,24
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9011N",2017,7,31
"Russia.Tazovsky.Unburned44","Russia.Tazovsky.Unburned44.NB9012N",2017,8,4
"Canada.BanksIsland.GreenCabin-C00","Canada.BanksIsland.GreenCabin-C00.313",2003,7,9
"Canada.BanksIsland.GreenCabin-C00","Canada.BanksIsland.GreenCabin-C00.332",2003,7,12
"Canada.BanksIsland.GreenCabin-C00","Canada.BanksIsland.GreenCabin-C00.333",2003,7,12
"Canada.BanksIsland.GreenCabin-C07","Canada.BanksIsland.GreenCabin-C07.301",2003,7,8
"Canada.BanksIsland.GreenCabin-C07","Canada.BanksIsland.GreenCabin-C07.304",2003,7,8
"Canada.BanksIsland.GreenCabin-C07","Canada.BanksIsland.GreenCabin-C07.307",2003,7,8
"Canada.BanksIsland.GreenCabin-C07","Canada.BanksIsland.GreenCabin-C07.310",2003,7,9
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.302",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.303",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.305",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.306",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.308",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.309",2003,7,8
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.311",2003,7,9
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.312",2003,7,9
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.314",2003,7,9
"Canada.BanksIsland.GreenCabin-C08","Canada.BanksIsland.GreenCabin-C08.315",2003,7,9
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.316",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.319",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.320",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.321",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.322",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.323",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.324",2003,7,11
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.325",2003,7,10
"Canada.BanksIsland.GreenCabin-C09","Canada.BanksIsland.GreenCabin-C09.326",2003,7,11
"Canada.BanksIsland.GreenCabin-C10","Canada.BanksIsland.GreenCabin-C10.317",2003,7,10
"Canada.BanksIsland.GreenCabin-C10","Canada.BanksIsland.GreenCabin-C10.329",2003,7,11
"Canada.BanksIsland.GreenCabin-C10","Canada.BanksIsland.GreenCabin-C10.330",2003,7,11
"Canada.BanksIsland.GreenCabin-C10","Canada.BanksIsland.GreenCabin-C10.331",2003,7,12
"Canada.BanksIsland.GreenCabin-C11","Canada.BanksIsland.GreenCabin-C11.318",2003,7,10
"Canada.BanksIsland.GreenCabin-C11","Canada.BanksIsland.GreenCabin-C11.327",2003,7,11
"Canada.BanksIsland.GreenCabin-C11","Canada.BanksIsland.GreenCabin-C11.328",2003,7,11
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.501",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.502",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.503",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.504",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.505",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.506",2005,7,22
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.507",2005,7,23
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.509",2005,7,23
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.511",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.513",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.515",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.517",2005,7,26
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.519",2005,7,26
"Canada.EllefRingnesIsland.Isachsen-C01","Canada.EllefRingnesIsland.Isachsen-C01.521",2005,7,26
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.508",2005,7,23
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.510",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.512",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.514",2005,7,24
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.516",2005,7,26
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.518",2005,7,26
"Canada.EllefRingnesIsland.Isachsen-C02","Canada.EllefRingnesIsland.Isachsen-C02.520",2005,7,26
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.405",2004,7,19
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.406",2004,7,19
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.407",2004,7,19
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.416",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.417",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.418",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.419",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.420",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.421",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.422",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.423",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.424",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.425",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.426",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C00","Canada.PrincePatrickIsland.MouldBay-C00.427",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C03","Canada.PrincePatrickIsland.MouldBay-C03.403",2004,7,18
"Canada.PrincePatrickIsland.MouldBay-C03","Canada.PrincePatrickIsland.MouldBay-C03.408",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C03","Canada.PrincePatrickIsland.MouldBay-C03.410",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C03","Canada.PrincePatrickIsland.MouldBay-C03.412",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C03","Canada.PrincePatrickIsland.MouldBay-C03.414",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C04","Canada.PrincePatrickIsland.MouldBay-C04.404",2004,7,18
"Canada.PrincePatrickIsland.MouldBay-C04","Canada.PrincePatrickIsland.MouldBay-C04.409",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C04","Canada.PrincePatrickIsland.MouldBay-C04.411",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C04","Canada.PrincePatrickIsland.MouldBay-C04.413",2004,7,21
"Canada.PrincePatrickIsland.MouldBay-C04","Canada.PrincePatrickIsland.MouldBay-C04.415",2004,7,20
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.434",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.435",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.436",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.437",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.438",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C05","Canada.PrincePatrickIsland.MouldBay-C05.439",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.428",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.429",2004,7,23
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.430",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.431",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.432",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.433",2004,7,22
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.440",2004,7,24
"Canada.PrincePatrickIsland.MouldBay-C06","Canada.PrincePatrickIsland.MouldBay-C06.441",2004,7,24
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.043",2001,7,16
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.044",2001,7,18
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.045",2001,7,18
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.049",2001,7,18
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.050",2001,7,18
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.051",2001,7,18
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.104",2002,7,2
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.105",2002,7,2
"USA.NorthSlope.Deadhorse-C15","USA.NorthSlope.Deadhorse-C15.106",2002,7,2
"USA.NorthSlope.Deadhorse-C16","USA.NorthSlope.Deadhorse-C16.038",2000,8,16
"USA.NorthSlope.Deadhorse-C16","USA.NorthSlope.Deadhorse-C16.039",2000,8,19
"USA.NorthSlope.Deadhorse-C16","USA.NorthSlope.Deadhorse-C16.040",2001,7,16
"USA.NorthSlope.Deadhorse-C16","USA.NorthSlope.Deadhorse-C16.041",2001,7,17
"USA.NorthSlope.Deadhorse-C16","USA.NorthSlope.Deadhorse-C16.042",2001,7,17
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.001",2001,8,24
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.002",2001,8,23
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.003",2001,8,23
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.004",2001,8,23
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.005",2001,8,24
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.006",2001,8,25
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.007",2001,8,25
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.008",2001,8,25
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.009",2001,8,24
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.010",2001,8,24
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.030",2002,6,28
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.031",2002,6,28
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.032",2002,6,28
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.033",2002,6,28
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.036",2002,6,26
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.096",2003,8,5
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.097",2003,8,5
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.117",2003,8,5
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.118",2003,8,5
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.140",2003,8,5
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.141",2003,8,4
"USA.NorthSlope.FranklinBluffs-C15","USA.NorthSlope.FranklinBluffs-C15.142",2003,8,4
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.011",2001,8,24
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.012",2001,8,24
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.013",2001,8,25
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.018",2001,8,25
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.019",2001,8,25
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.020",2001,8,25
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.034",2002,6,28
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.035",2002,6,28
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.046",2000,8,17
"USA.NorthSlope.FranklinBluffs-C16","USA.NorthSlope.FranklinBluffs-C16.047",2000,8,21
"USA.NorthSlope.FranklinBluffs-C17","USA.NorthSlope.FranklinBluffs-C17.014",2001,8,23
"USA.NorthSlope.FranklinBluffs-C17","USA.NorthSlope.FranklinBluffs-C17.015",2001,8,23
"USA.NorthSlope.FranklinBluffs-C17","USA.NorthSlope.FranklinBluffs-C17.016",2003,8,3
"USA.NorthSlope.FranklinBluffs-C17","USA.NorthSlope.FranklinBluffs-C17.017",2001,8,23
"USA.NorthSlope.FranklinBluffs-C17","USA.NorthSlope.FranklinBluffs-C17.037",2002,6,28
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.082",2003,8,8
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.083",2003,8,8
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.088",2002,7,1
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.089",2002,7,1
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.090",2003,8,8
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.091",2003,8,9
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.092",2003,8,9
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.093",2003,8,8
"USA.NorthSlope.HappyValley-C18","USA.NorthSlope.HappyValley-C18.094",2001,7,19
