dataset_id,contributor,country,locale,site_code,site_id,plot_id,plot_code,coord_type,latitude,longitude,year,month,day,citation_short,citation,bioclim_zone,plant_biomass_density_gm2
ds12,Raynolds M,USA,North Slope,USA.NorthSlope.Oumalik2,Oumalik2,G-4,USA.NorthSlope.Oumalik2.G-4,site,69.732483,-155.863767,1999,7,6,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,69.03
ds12,Raynolds M,USA,North Slope,USA.NorthSlope.Oumalik2,Oumalik2,H-6,USA.NorthSlope.Oumalik2.H-6,site,69.732483,-155.863767,1999,7,6,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,50.63
ds12,Raynolds M,USA,North Slope,USA.NorthSlope.Oumalik2,Oumalik2,I-9,USA.NorthSlope.Oumalik2.I-9,site,69.732483,-155.863767,1999,7,6,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,43.02
ds12,Raynolds M,USA,North Slope,USA.NorthSlope.Oumalik2,Oumalik2,J-1,USA.NorthSlope.Oumalik2.J-1,site,69.732483,-155.863767,1999,7,6,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,78.06
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,A4,USA.SewardPeninsula.QuartzCreek1.A4,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,44.2
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,B4,USA.SewardPeninsula.QuartzCreek1.B4,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,44.3
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,D1,USA.SewardPeninsula.QuartzCreek1.D1,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,34
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,F10,USA.SewardPeninsula.QuartzCreek1.F10,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,42.3
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,H6,USA.SewardPeninsula.QuartzCreek1.H6,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,46.1
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek1,QuartzCreek1,J6,USA.SewardPeninsula.QuartzCreek1.J6,site,65.449162,-164.629181,2000,7,23,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,63.8
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,A4,USA.SewardPeninsula.QuartzCreek2.A4,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,27.1
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,B4,USA.SewardPeninsula.QuartzCreek2.B4,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,20.1
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,C7,USA.SewardPeninsula.QuartzCreek2.C7,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,64.7
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,D1,USA.SewardPeninsula.QuartzCreek2.D1,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,23.5
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,E5,USA.SewardPeninsula.QuartzCreek2.E5,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,47.5
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,F10,USA.SewardPeninsula.QuartzCreek2.F10,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,62.1
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,G4,USA.SewardPeninsula.QuartzCreek2.G4,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,10.9
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,H6,USA.SewardPeninsula.QuartzCreek2.H6,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,0.2
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,H8,USA.SewardPeninsula.QuartzCreek2.H8,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,124.1
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,I9,USA.SewardPeninsula.QuartzCreek2.I9,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,71.7
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek2,QuartzCreek2,J6,USA.SewardPeninsula.QuartzCreek2.J6,site,65.458561,-164.638968,2000,7,22,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,85.8
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,A4,USA.SewardPeninsula.QuartzCreek3.A4,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,1150.4
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,B4,USA.SewardPeninsula.QuartzCreek3.B4,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,8.2
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,E5,USA.SewardPeninsula.QuartzCreek3.E5,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,5.3
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,G4,USA.SewardPeninsula.QuartzCreek3.G4,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,3084.3
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,H6,USA.SewardPeninsula.QuartzCreek3.H6,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,10
ds12,Raynolds M,USA,Seward Peninsula,USA.SewardPeninsula.QuartzCreek3,QuartzCreek3,J6,USA.SewardPeninsula.QuartzCreek3.J6,site,65.5479,-163.4314,2000,7,25,Raynolds 2018,"Raynolds M. 2018. Arctic Vegetation Plots ATLAS Project North Slope and Seward Peninsula, AK, 1998-2000. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1541.",Low Arctic,2795.9
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,A,Greenland.Zackenberg.C1.A,plot,74.47839,-20.536928,2004,6,24,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,892.31
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,B,Greenland.Zackenberg.C1.B,plot,74.478363,-20.537029,2004,7,1,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,686.96
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,C,Greenland.Zackenberg.C1.C,plot,74.478354,-20.537063,2004,7,6,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,330.3
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,CO2,Greenland.Zackenberg.C1.CO2,plot,74.478462,-20.53706,2004,8,18,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,745.7
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,D,Greenland.Zackenberg.C1.D,plot,74.478345,-20.537163,2004,7,15,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,670.92
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,E,Greenland.Zackenberg.C1.E,plot,74.478354,-20.53723,2004,7,24,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,510.06
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,F,Greenland.Zackenberg.C1.F,plot,74.478373,-20.537363,2004,8,2,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,732.77
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,G,Greenland.Zackenberg.C1.G,plot,74.478391,-20.53743,2004,8,7,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,630.78
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C1,C1,H,Greenland.Zackenberg.C1.H,plot,74.478409,-20.537496,2004,8,13,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,826.65
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,A,Greenland.Zackenberg.C2.A,plot,74.468499,-20.543472,2004,6,23,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,542
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,B,Greenland.Zackenberg.C2.B,plot,74.468463,-20.543473,2004,6,28,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,795.65
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,C,Greenland.Zackenberg.C2.C,plot,74.468418,-20.543575,2004,7,5,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,489.79
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,CO2,Greenland.Zackenberg.C2.CO2,plot,74.468598,-20.54367,2004,8,16,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1035.82
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,D,Greenland.Zackenberg.C2.D,plot,74.468365,-20.543743,2004,7,13,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,623.99
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,E,Greenland.Zackenberg.C2.E,plot,74.468392,-20.543977,2004,7,18,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,704.92
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,F,Greenland.Zackenberg.C2.F,plot,74.46841,-20.544043,2004,7,29,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,810.53
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,G,Greenland.Zackenberg.C2.G,plot,74.468437,-20.544109,2004,8,3,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1221.09
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C2,C2,H,Greenland.Zackenberg.C2.H,plot,74.468491,-20.544074,2004,8,10,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,972.9
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,A,Greenland.Zackenberg.C5.A,plot,74.491572,-20.494426,2004,6,26,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,627.76
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,B,Greenland.Zackenberg.C5.B,plot,74.49159,-20.494459,2004,7,4,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,415.01
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,C,Greenland.Zackenberg.C5.C,plot,74.49159,-20.494559,2004,7,8,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,606.59
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,CO2,Greenland.Zackenberg.C5.CO2,plot,74.491663,-20.495026,2004,8,19,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1546.45
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,D,Greenland.Zackenberg.C5.D,plot,74.491599,-20.49466,2004,7,17,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1040.48
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,E,Greenland.Zackenberg.C5.E,plot,74.491617,-20.494693,2004,7,25,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1255.58
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,F,Greenland.Zackenberg.C5.F,plot,74.491635,-20.494759,2004,7,30,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,511.05
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,G,Greenland.Zackenberg.C5.G,plot,74.491636,-20.494927,2004,8,6,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1960.39
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.C5,C5,H,Greenland.Zackenberg.C5.H,plot,74.491663,-20.494959,2004,8,11,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1400.6
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,A,Greenland.Zackenberg.D1.A,plot,74.478802,-20.554627,2004,6,25,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,771.86
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,B,Greenland.Zackenberg.D1.B,plot,74.478793,-20.55456,2004,7,2,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,933.61
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,C,Greenland.Zackenberg.D1.C,plot,74.478784,-20.554661,2004,7,7,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1125.13
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,CO2,Greenland.Zackenberg.D1.CO2,plot,74.478847,-20.554391,2004,8,18,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,489.1
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,D,Greenland.Zackenberg.D1.D,plot,74.478784,-20.554694,2004,7,16,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,723.42
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,E,Greenland.Zackenberg.D1.E,plot,74.478794,-20.554761,2004,7,24,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1086.17
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,F,Greenland.Zackenberg.D1.F,plot,74.478812,-20.554794,2004,8,2,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1162.28
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,G,Greenland.Zackenberg.D1.G,plot,74.478812,-20.554794,2004,8,8,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1250.11
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D1,D1,H,Greenland.Zackenberg.D1.H,plot,74.478839,-20.554826,2004,8,13,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,1583.13
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D4,D4,A,Greenland.Zackenberg.D4.A,plot,74.492684,-20.498847,2004,6,26,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,482.94
ds14,"Arndal M, Michelsen A, Tamstorf M",Greenland,Zackenberg,Greenland.Zackenberg.D4,D4,B,Greenland.Zackenberg.D4.B,plot,74.492711,-20.498813,2004,7,4,Arndal et al. 2009,"Arndal et al. 2009. Seasonal variation in gross ecosystem production, plant biomass, and carbon and nitrogen pools in five high arctic vegetation types. Arctic, Antarctic, and Alpine Research 41:164-173.",High Arctic,205.21
